URN,School name,Postcode,lat,lon
103560,Bishop Challoner Catholic College,B14 7EG,52.433511036,-1.890179655
103562,King's Norton Boys' School,B30 1DY,52.41769405,-1.9412289
103563,Colmers School and Sixth Form College,B45 9NY,52.3965839,-2.0027181
103639,Hollyfast Primary School,CV6 2AH,52.428924,-1.5416881
103641,Earlsdon Primary School,CV5 6FZ,52.4010105,-1.531030275
103642,Edgewick Community Primary School,CV6 5GP,52.4320572,-1.4958012
103643,Gosford Park Primary School,CV1 2SF,52.4056206,-1.4896732
103647,Little Heath Primary School,CV6 7FN,52.435733233,-1.486611833
103648,Longford Park Primary School,CV6 7AT,52.4453383,-1.4852511
103652,St Christopher Primary School,CV5 9JG,52.413232,-1.5546893
103655,Whitley Abbey Primary School,CV3 4DE,52.3855184,-1.483146311
103656,Allesley Hall Primary School,CV5 9NG,52.4151184,-1.5645846
103658,Ernesford Grange Primary School,CV3 2HN,52.3984661,-1.4527877
103659,Potters Green Primary School,CV2 2GF,52.4401745,-1.4500635
103662,Allesley Primary School,CV5 9FY,52.4281042,-1.5681761
103663,Grangehurst Primary School,CV6 6JN,52.4517727,-1.474310975
103664,Grange Farm Primary School,CV3 6NF,52.383736182,-1.517992673
103665,Eastern Green Junior School,CV5 7EG,52.41758345,-1.5966458
103666,Park Hill Primary School,CV5 7LR,52.4168801,-1.5742874
103667,Cannon Park Primary School,CV4 7PS,52.3826831,-1.5471485
103671,Sowe Valley Primary School,CV3 2QX,52.3939829,-1.4584026
103672,Broad Heath Community Primary School,CV6 5DP,52.424132,-1.4975289
103673,Joseph Cash Primary School,CV6 3FS,52.429894533,-1.513051627
103674,Whoberley Hall Primary School,CV5 8AJ,52.41101905,-1.554063383
103676,Holbrook Primary School,CV6 6FR,52.4388022,-1.4978675
103679,Stoke Primary School,CV2 4LF,52.412992495,-1.480824468
103680,Coundon Primary School,CV6 1FQ,52.4199529,-1.5397763
103681,Aldermoor Farm Primary School,CV3 1DP,52.39803222,-1.47548858
103682,Ravensdale Primary School,CV2 5GQ,52.4125973,-1.4649707
103684,Stoke Heath Primary School,CV2 4PR,52.4220977,-1.4835855
103685,Whitmore Park Primary School,CV6 2HG,52.4380386,-1.5251894
103686,Stivichall Primary School,CV3 6PY,52.3870327,-1.52568775
103690,John Gulson Primary School,CV1 4HB,52.4183595,-1.502152
103691,Manor Park Primary School,CV3 5EZ,52.391398487,-1.509066962
103692,Templars Primary School,CV4 9DA,52.4003825,-1.572882
103695,Frederick Bird Primary School,CV2 4QQ,52.4173921,-1.4885527
103696,Wyken Croft Primary School,CV2 3AA,52.420535,-1.4562721
103697,Moseley Primary School,CV6 1AB,52.415217,-1.5266242
103698,John Shelton Community Primary School,CV6 4JP,52.4491763,-1.5064801
103702,All Saints Church of England Primary School,CV1 2AF,52.402140061,-1.497738961
103703,St Andrew's Church of England Infant School,CV5 7BX,52.4199842,-1.6009393
103711,St Osburg's Catholic Primary School,CV1 4AP,52.4104874,-1.5196338
103712,Our Lady of the Assumption Catholic Primary School,CV4 9LB,52.4025758,-1.5843718
103719,St Anne's Catholic Primary School,CV3 3AD,52.3858865,-1.472551
103724,All Souls' Catholic Primary School,CV5 8ED,52.40609,-1.5381
103726,Holy Family Catholic Primary School,CV6 2GU,52.4450342,-1.5219955
103776,Brierley Hill Primary School,DY5 2TD,52.4782936,-2.1198328
103777,Brockmoor Primary School,DY5 3UZ,52.4831996,-2.1294232
103778,Brook Primary School,DY8 5YN,52.4729143,-2.1537247
103779,Maidensbridge Primary School,DY6 0HX,52.5106357,-2.1789443
103780,Mount Pleasant Primary School,DY5 2YN,52.4734885,-2.1130547
103781,Dawley Brook Primary School,DY6 9BP,52.50103757,-2.17215451
103784,Red Hall Primary School,DY3 2PA,52.5174886,-2.128476
103786,Fairhaven Primary School,DY8 5PY,52.4838115,-2.1644015
103787,Thorns Primary School,DY5 2JY,52.46715535,-2.1148102
103790,Crestwood Park Primary School,DY6 8RP,52.4921224,-2.1454175
103791,Peters Hill Primary School,DY5 2QH,52.4634746,-2.1314657
103792,Blanford Mere Primary School,DY6 7EA,52.5030741,-2.1596313
103799,Greenfield Primary School,DY8 1AL,52.4536211,-2.1499366
103800,Wollescote Primary School,DY9 8YA,52.4535398,-2.1072408
103801,Caslon Primary Community  School,B63 2ES,52.4522237,-2.0892016
103802,Huntingtree Primary School,B63 4HY,52.4487189,-2.0685572
103805,The Ridge Primary School,DY8 3NF,52.4564888,-2.1723209
103806,Amblecote Primary School,DY8 4DQ,52.4672372,-2.1500948
103807,Hurst Green Primary School,B62 9NZ,52.4676199,-2.0267297
103809,Withymoor Primary School,DY5 2BH,52.4739394,-2.1222931
103810,Cotwall End Primary School,DY3 3YG,52.5368169,-2.1274548
103813,Russells Hall Primary School,DY1 2NX,52.5088961,-2.11581755
103814,Howley Grange Primary School,B62 0HS,52.4562038,-2.0156349
103815,Newfield Park Primary School,B63 3TP,52.4570151,-2.055507
103818,Ashwood Park Primary School,DY8 5DJ,52.4723498,-2.1665779
103819,Bromley Hills Primary School,DY6 8LW,52.490405,-2.153905
103820,Hawbush Primary School,DY5 3NH,52.4778635,-2.14083
103821,Roberts Primary School,DY3 2AZ,52.5213135,-2.1197041
103822,Gig Mill Primary School,DY8 3HL,52.4494972,-2.1620182
103823,Wrens Nest Primary School,DY1 3NX,52.5243766,-2.1022332
103827,Straits Primary School,DY3 3EE,52.52603,-2.14059
103828,Belle Vue Primary School,DY8 5BZ,52.4811112,-2.1721611
103829,Dingle Community Primary School,DY6 8PF,52.48662,-2.14828
103830,Quarry Bank Primary School,DY5 2AD,52.472190433,-2.101356567
103832,Glynne Primary School,DY6 9TH,52.4879295,-2.1726122
103834,Milking Bank Primary School,DY1 2SL,52.5153839,-2.1128124
103836,St Mark's CofE Primary School,DY5 4DZ,52.5015823,-2.1316862
103839,Oldswinford C of E Primary School,DY8 2JQ,52.446573,-2.1427616
103840,St Margaret's At Hasbury CofE Primary School,B63 4QD,52.4436242,-2.0616011
103845,Jesson's CofE Primary School (VA),DY1 2AQ,52.51153925,-2.094223
103846,Cradley CofE Primary School,B63 2UL,52.463366283,-2.086911233
103847,Halesowen CofE Primary School,B63 3BB,52.4506569,-2.0527394
103850,Our Lady and St Kenelm RC School,B63 4AR,52.4501025,-2.0582702
103851,St James's CofE Primary School,DY8 4RU,52.466415,-2.1678137
103854,Summerhill School,DY6 9XE,52.4942237,-2.1810271
103855,The Dormston School,DY3 1SN,52.5408337,-2.1188301
103858,The Wordsley School,DY8 5SP,52.4808144,-2.1488846
103869,Alder Coppice Primary School,DY3 3PS,52.545929,-2.133612
103870,Old Swinford Hospital,DY8 1QX,52.450536933,-2.143812767
103895,Hamstead Junior School,B43 5BE,52.5363445,-1.943819
103896,Hamstead Infant School,B43 5AS,52.532917089,-1.937495744
103905,Hargate Primary School,B71 1PG,52.5249202,-1.9952123
103906,Albert Pritchard Infant School,WS10 9QG,52.5619692,-2.0138978
103908,Moorlands Primary School,B71 2NZ,52.5426216,-2.0028957
103909,Old Park Primary School,WS10 9LX,52.5619764,-2.0226
103910,Park Hill Primary School,WS10 0TJ,52.5583837,-1.9970992
103913,Wood Green Junior School,WS10 9BW,52.5597918,-2.0159949
103914,Burnt Tree Primary School,B69 2LN,52.5130794,-2.0561647
103915,Great Bridge Primary School,DY4 7DE,52.5322771,-2.0387585
103919,Ocker Hill Infant School,DY4 0DS,52.54422105,-2.04152005
103922,Whitecrest Primary School,B43 6HQ,52.5491722,-1.9247383
103923,Eaton Valley Primary School,B71 4BU,52.527876,-1.9830984
103925,Glebefields Primary School,DY4 0SX,52.5432765,-2.0557085
103929,Abbey Junior School,B67 5LT,52.4763263,-1.9806731
103930,Abbey Infant School,B67 5LR,52.4774601,-1.9806009
103932,Annie Lennard Primary School,B67 6LE,52.4816743,-1.9847042
103933,Bearwood Primary School,B66 4HB,52.4777093,-1.9706473
103934,Bleakhouse Primary School,B68 9DS,52.4754714,-1.9989627
103936,Brickhouse Primary School,B65 8HS,52.48354,-2.0584965
103937,Cape Primary School,B66 4SH,52.487552189,-1.953001347
103941,Crocketts Community Primary School,B67 7DW,52.4914714,-1.971888
103945,Grace Mary Primary School,B69 1LD,52.501154,-2.0431245
103946,Highfields Primary School,B65 0DA,52.4715365,-2.0447602
103949,Moat Farm Infant School,B68 9QR,52.48467,-1.99766
103950,Oakham Primary School,B69 1SG,52.5023157,-2.0483221
103952,Old Hill Primary School,B64 6DR,52.4737327,-2.0666096
103953,Perryfields Primary School,B68 0QY,52.4657454,-2.0120783
103954,Reddal Hill Primary School,B64 6HT,52.4761811,-2.069837
103955,Rowley Hall Primary School,B65 9HU,52.4898911,-2.0396082
103957,Temple Meadow Primary School,B64 6RH,52.4733206,-2.0604852
103960,Tividale Hall Primary School,B69 1TR,52.5078829,-2.0582379
103968,Lyng Primary School,B70 7SQ,52.5114741,-1.9998565
103969,Lodge Primary School,B70 8PN,52.5175801,-2.0025331
103970,Joseph Turner Primary School,DY4 0RN,52.5359328,-2.0488328
103972,Grove Vale Primary School,B43 6AL,52.54579226,-1.94676156
103974,Yew Tree Primary School,WS5 4DX,52.5602315,-1.9565665
103976,Brandhall Primary School,B68 0SH,52.4724463,-2.0046581
103977,Hall Green Primary School,B71 2JQ,52.5455517,-1.9919479
103978,Langley Primary School,B69 4QB,52.4916829,-2.0158438
103979,Ryders Green Primary School,B70 9UJ,52.524299,-2.0135352
103981,Blackheath Primary School,B65 9NF,52.4797013,-2.0361891
103982,Ferndale Primary School,B43 5QF,52.5398789,-1.9365966
103983,Causeway Green Primary School,B68 8LX,52.4812207,-2.0198041
103984,Rood End Primary School,B68 8SQ,52.495716,-2.0002347
103986,Holy Trinity CofE Primary School,B70 6NF,52.5109413,-1.9882757
103987,St Martin's CofE Primary School,DY4 7PG,52.5282722,-2.0506946
103989,St Mary Magdalene CofE Voluntary Controlled Primary School,B71 1RP,52.53317424,-1.98683776
103990,All Saints CofE Primary School,B71 1QN,52.530824326,-1.992625174
103995,St Margaret's CofE Primary School,B43 7AP,52.55845255,-1.93697305
103996,Holy Name Catholic Primary School,B43 6LN,52.547176067,-1.936050917
103997,Christ Church CofE Primary School,B69 4DE,52.5048126,-2.0138589
104000,St Matthew's CofE Primary School,B66 3LX,52.4909734,-1.9568196
104018,Holly Lodge High School College of Science,B67 7JG,52.4980886,-1.9866489
104019,St Michael's Church of England High School,B65 9AN,52.4833799,-2.04634
104039,Blossomfield Infant and Nursery School,B90 3QX,52.411123218,-1.815608891
104040,Burman Infant School,B90 2JW,52.406656893,-1.837813621
104041,Coppice Junior School,B92 9JY,52.429787133,-1.762054207
104042,Cranmore Infant School,B90 4SA,52.401367367,-1.805724533
104045,Dorridge Primary School,B93 8EU,52.376004514,-1.750549229
104046,Haslucks Green School,B90 2EJ,52.412557055,-1.83310131
104048,Kineton Green Primary School,B92 7EB,52.435463847,-1.811036344
104049,Sharmans Cross Junior School,B91 1PH,52.414298597,-1.806543867
104050,Shirley Heath Junior School,B90 3DS,52.404299457,-1.81910895
104052,Valley Primary,B92 8LW,52.4462976,-1.776975675
104053,Woodlands Infant School,B90 2PX,52.399084854,-1.825743554
104054,Widney Junior School,B91 3LQ,52.400520759,-1.802130453
104056,Oak Cottage Primary School,B91 1DY,52.425744947,-1.803364821
104057,Mill Lodge Primary School,B90 1BT,52.40586869,-1.851498945
104060,Marston Green Junior School,B37 7BA,52.467192006,-1.749651319
104065,Tidbury Green School,B90 1QW,52.3804309,-1.8511906
104070,Coleshill Heath School,B37 7PY,52.4749822,-1.73797015
104074,Cheswick Green Primary School,B90 4HG,52.38174751,-1.81042605
104075,Peterbrook Primary School,B90 1HR,52.405660533,-1.8579032
104076,Olton Primary School,B92 7QF,52.445537543,-1.797624571
104077,Yorkswood Primary School,B37 6DF,52.49255385,-1.756084238
104079,Greswold Primary School,B91 2AZ,52.423899833,-1.781727
104080,Langley Primary School,B92 7DJ,52.424143993,-1.812997271
104084,Monkspath Junior and Infant School,B90 4EH,52.39134555,-1.785590471
104087,Meriden Church of England Primary School,CV7 7LW,52.4398099,-1.644428
104090,St Alphege Church of England Infant and Nursery School,B91 3DW,52.411085,-1.7745653
104092,St Alphege Church of England Junior School,B91 3JG,52.404954412,-1.776306762
104093,Berkswell Church of England Voluntary Aided Primary School,CV7 7BJ,52.4100985,-1.6415319
104094,George Fentham Endowed School,B92 0AY,52.425556133,-1.701111083
104097,St Mary and St Margaret's Church of England Aided Primary School,B36 9AX,52.5042336,-1.78549368
104105,Bishop Wilson Church of England Primary School,B37 7TR,52.4785487,-1.72843445
104142,Alumwell Junior School,WS2 9UP,52.58564258,-2.0075184
104143,Alumwell Infant School,WS2 9UP,52.58564258,-2.0075184
104144,Blakenall Heath Junior School,WS3 3JF,52.6136611,-1.9983669
104145,Sunshine Infant and Nursery School,WS3 1HF,52.6119536,-1.9944016
104147,Butts Primary School,WS4 2AH,52.5906191,-1.9773461
104150,Delves Infant School,WS5 4PU,52.56288935,-1.967819
104153,Elmore Green Primary School,WS3 2HW,52.6162719,-2.008453833
104157,Leamore Primary School,WS3 2BB,52.61005975,-1.99683485
104160,Palfrey Junior School,WS1 4AH,52.5720699,-1.98753
104161,Palfrey Infant School,WS1 4HY,52.5738206,-1.987017
104162,Whitehall Junior Community School,WS1 3JY,52.5709195,-1.9730225
104163,Whitehall Nursery and Infant School,WS1 3HS,52.5721421,-1.9793013
104168,Abbey Primary School,WS3 2RP,52.624711,-2.0266998
104169,Lower Farm Primary School,WS3 3QH,52.6295341,-1.9978984
104170,Delves Junior School,WS5 4PU,52.56288935,-1.967819
104174,Bentley West Primary School Additionally Resourced for Hearing Impaired,WS2 0EQ,52.5900817,-2.0295484
104175,King Charles Primary School,WS2 0JN,52.587676785,-2.018098831
104176,Pinfold Street Primary School,WS10 8PU,52.5645115,-2.0425581
104178,Salisbury Primary School,WS10 8BQ,52.5719727,-2.021186
104179,Kings Hill Primary School,WS10 9JG,52.56606,-2.02824
104187,New Invention Infant School,WV12 5SA,52.60989295,-2.04128845
104188,Short Heath Junior School,WV12 4DS,52.5987208,-2.0351565
104189,County Bridge Primary School,WS2 0DH,52.583815,-2.0286505
104191,Pool Hayes Primary School,WV12 4RX,52.60445,-2.04967
104192,New Invention Junior School,WV12 5SA,52.60989295,-2.04128845
104196,Rushall Primary School,WS4 1NQ,52.61199,-1.96262
104198,Whetstone Field Primary School,WS9 0HJ,52.5954561,-1.9185342
104201,Walsall Wood School,WS8 7BP,52.6316726,-1.926751
104202,Watling Street Primary School,WS8 7LW,52.65589415,-1.93872915
104203,Millfield Primary School,WS8 6BN,52.6437026,-1.9219705
104204,Castlefort Junior Mixed and Infant School,WS9 9JP,52.6268248,-1.9198282
104207,Radleys Primary School,WS4 1JJ,52.6079836,-1.9489919
104210,Manor Primary School,B74 3HX,52.5804861,-1.8806354
104212,Lindens Primary School,B74 2BB,52.5679632,-1.8881119
104214,Pelsall Village School,WS3 4NJ,52.628803353,-1.973883168
104217,Meadow View JMI School,B43 7UJ,52.5636864,-1.9012433
104220,Christ Church CofE Primary School,WS3 1EN,52.6073621,-1.9919567
104222,Little Bloxwich CofE VC Primary School,WS3 3DL,52.62716615,-1.9875818
104223,Holy Trinity Church of England Primary School,WS8 7EG,52.639602,-1.9404213
104224,Old Church Church of England C Primary School,WS10 8DL,52.56912,-2.03975
104225,Rosedale Church of England C Infant School,WV12 4EG,52.5983044,-2.0348445
104226,St Giles Church of England Primary School,WV13 2ER,52.584779638,-2.048784162
104227,St Michael's Church of England C Primary School,WS3 4JJ,52.6242346,-1.9721158
104228,St John's Church of England Primary School,WS9 9NA,52.627925,-1.9274092
104230,Blue Coat Church of England Aided Junior School,WS1 2LP,52.5812,-1.97384
104231,Blue Coat Church of England Aided Infant School,WS1 3AF,52.579647157,-1.975467386
104232,St Mary's The Mount Catholic Primary School,WS1 3AY,52.5770437,-1.9722259
104233,"St Patrick's Catholic Primary School, Walsall",WS2 8HN,52.5898396,-1.9867808
104234,"St Peter's Catholic Primary School, Bloxwich",WS3 3LY,52.62157,-2.00043
104235,"St Joseph's Catholic Primary School, Darlaston",WS10 8HN,52.57316,-2.03862
104236,St Thomas of Canterbury Catholic Primary School,WS3 1SP,52.604430675,-1.9765366
104239,St Francis Catholic Primary School,WS4 1RH,52.6173754,-1.9528194
104240,St Mary of the Angels Catholic Primary School,WS9 0HA,52.5991598,-1.9150803
104241,"St Anne's Catholic Primary School, Streetly",B74 3PL,52.5790242,-1.8922036
104255,St Francis of Assisi Catholic College,WS9 0RN,52.5992032,-1.9095993
104259,"St Thomas More Catholic School, Willenhall",WV14 7BL,52.5742899,-2.0539639
104290,Bushbury Hill Primary School,WV10 8BY,52.61750675,-2.1081453
104294,Fallings Park Primary School,WV10 8BN,52.611263,-2.1041645
104297,Whitgreave Primary School,WV10 9JP,52.6125064,-2.1171984
104302,Graiseley Primary School,WV2 4NE,52.57645,-2.13178
104303,Springdale Primary  School,WV4 4NJ,52.56339,-2.1681
104304,Rakegate Primary School,WV10 6US,52.6200492,-2.1399861
104310,Claregate Primary School,WV6 9JU,52.6077556,-2.1545547
104311,Castlecroft Primary School,WV3 8HS,52.5789478,-2.1824991
104312,Westacre Infant School,WV3 9EP,52.5814717,-2.1712203
104315,Loxdale Primary School,WV14 0AU,52.5607943,-2.074855
104317,Stowlawn Primary School,WV14 6EH,52.5763027,-2.0884344
